model_key,condition,arc_challenge,gsm8k,hellaswag,mmlu,truthfulqa_mc
falcon-h1-0.5b,all_attention_off,0.5217391304347826,0.4,0.14300000000000002,0.33999999999999997,-0.0037974683544303722
falcon-h1-0.5b,all_ssm_off,0.5250836120401338,0.37,0.247,0.3444999999999999,-0.04050632911392407
qwen3.5-0.8b,all_attention_off,0.5150501672240803,0.35,0.1755,0.27449999999999997,0.01772151898734181
qwen3.5-0.8b,all_linear_off,0.4816053511705685,0.35,0.248,0.239,0.054430379746835456
